Order 0	number of articles 20
0	Aisle 8	Location 14
1	Aisle 8	Location 27
2	Aisle 7	Location 21
3	Aisle 8	Location 1
4	Aisle 2	Location 7
5	Aisle 14	Location 34
6	Aisle 0	Location 5
7	Aisle 16	Location 25
8	Aisle 2	Location 20
9	Aisle 2	Location 9
10	Aisle 0	Location 11
11	Aisle 7	Location 5
12	Aisle 7	Location 10
13	Aisle 5	Location 18
14	Aisle 19	Location 30
15	Aisle 1	Location 4
16	Aisle 7	Location 22
17	Aisle 18	Location 33
18	Aisle 13	Location 1
19	Aisle 6	Location 17
Order 1	number of articles 16
0	Aisle 12	Location 19
1	Aisle 5	Location 36
2	Aisle 5	Location 17
3	Aisle 15	Location 22
4	Aisle 19	Location 42
5	Aisle 11	Location 22
6	Aisle 16	Location 34
7	Aisle 6	Location 17
8	Aisle 6	Location 25
9	Aisle 3	Location 36
10	Aisle 10	Location 23
11	Aisle 12	Location 21
12	Aisle 1	Location 5
13	Aisle 19	Location 21
14	Aisle 15	Location 42
15	Aisle 15	Location 4
Order 2	number of articles 19
0	Aisle 16	Location 10
1	Aisle 19	Location 18
2	Aisle 13	Location 16
3	Aisle 1	Location 18
4	Aisle 4	Location 42
5	Aisle 2	Location 25
6	Aisle 9	Location 30
7	Aisle 10	Location 1
8	Aisle 9	Location 6
9	Aisle 4	Location 33
10	Aisle 14	Location 10
11	Aisle 7	Location 10
12	Aisle 0	Location 0
13	Aisle 13	Location 41
14	Aisle 19	Location 5
15	Aisle 5	Location 23
16	Aisle 1	Location 13
17	Aisle 0	Location 34
18	Aisle 2	Location 15
Order 3	number of articles 18
0	Aisle 3	Location 8
1	Aisle 13	Location 15
2	Aisle 18	Location 41
3	Aisle 3	Location 19
4	Aisle 6	Location 20
5	Aisle 19	Location 1
6	Aisle 7	Location 22
7	Aisle 12	Location 43
8	Aisle 14	Location 6
9	Aisle 9	Location 27
10	Aisle 2	Location 38
11	Aisle 13	Location 29
12	Aisle 14	Location 32
13	Aisle 9	Location 20
14	Aisle 10	Location 42
15	Aisle 13	Location 32
16	Aisle 5	Location 21
17	Aisle 16	Location 26
Order 4	number of articles 22
0	Aisle 15	Location 32
1	Aisle 13	Location 10
2	Aisle 16	Location 7
3	Aisle 2	Location 9
4	Aisle 10	Location 43
5	Aisle 4	Location 10
6	Aisle 10	Location 8
7	Aisle 5	Location 22
8	Aisle 17	Location 33
9	Aisle 0	Location 13
10	Aisle 4	Location 36
11	Aisle 3	Location 42
12	Aisle 6	Location 16
13	Aisle 0	Location 14
