Order 0	number of articles 21
0	Aisle 9	Location 37
1	Aisle 2	Location 4
2	Aisle 4	Location 20
3	Aisle 18	Location 43
4	Aisle 9	Location 35
5	Aisle 12	Location 12
6	Aisle 3	Location 36
7	Aisle 6	Location 2
8	Aisle 17	Location 33
9	Aisle 15	Location 4
10	Aisle 13	Location 23
11	Aisle 9	Location 17
12	Aisle 9	Location 3
13	Aisle 14	Location 20
14	Aisle 18	Location 40
15	Aisle 16	Location 44
16	Aisle 5	Location 8
17	Aisle 11	Location 30
18	Aisle 7	Location 18
19	Aisle 8	Location 44
20	Aisle 17	Location 22
Order 1	number of articles 23
0	Aisle 6	Location 26
1	Aisle 2	Location 1
2	Aisle 15	Location 6
3	Aisle 3	Location 44
4	Aisle 14	Location 28
5	Aisle 0	Location 29
6	Aisle 1	Location 13
7	Aisle 11	Location 4
8	Aisle 7	Location 23
9	Aisle 9	Location 37
10	Aisle 13	Location 24
11	Aisle 2	Location 15
12	Aisle 3	Location 24
13	Aisle 5	Location 5
14	Aisle 19	Location 0
15	Aisle 11	Location 40
16	Aisle 14	Location 2
17	Aisle 6	Location 24
18	Aisle 15	Location 41
19	Aisle 0	Location 12
20	Aisle 13	Location 14
21	Aisle 7	Location 1
22	Aisle 11	Location 43
Order 2	number of articles 9
0	Aisle 1	Location 6
1	Aisle 10	Location 4
2	Aisle 15	Location 18
3	Aisle 10	Location 9
4	Aisle 13	Location 16
5	Aisle 13	Location 25
6	Aisle 6	Location 42
7	Aisle 2	Location 14
8	Aisle 4	Location 38
Order 3	number of articles 8
0	Aisle 2	Location 13
1	Aisle 14	Location 44
2	Aisle 17	Location 28
3	Aisle 18	Location 42
4	Aisle 1	Location 28
5	Aisle 13	Location 12
6	Aisle 15	Location 5
7	Aisle 17	Location 0
Order 4	number of articles 14
0	Aisle 7	Location 16
1	Aisle 17	Location 3
2	Aisle 18	Location 4
3	Aisle 5	Location 17
4	Aisle 17	Location 40
5	Aisle 0	Location 10
6	Aisle 16	Location 1
7	Aisle 8	Location 5
8	Aisle 19	Location 30
9	Aisle 16	Location 24
10	Aisle 17	Location 0
11	Aisle 3	Location 0
12	Aisle 9	Location 37
13	Aisle 16	Location 39
Order 5	number of articles 24
0	Aisle 16	Location 16
1	Aisle 6	Location 20
2	Aisle 9	Location 0
3	Aisle 15	Location 10
4	Aisle 18	Location 15
5	Aisle 14	Location 0
6	Aisle 1	Location 23
7	Aisle 10	Location 39
8	Aisle 10	Location 0
9	Aisle 13	Location 12
10	Aisle 5	Location 35
11	Aisle 14	Location 1
12	Aisle 14	Location 43
13	Aisle 10	Location 3
14	Aisle 0	Location 34
15	Aisle 3	Location 31
16	Aisle 12	Location 44
17	Aisle 3	Location 25
18	Aisle 8	Location 37
19	Aisle 18	Location 24
20	Aisle 11	Location 4
21	Aisle 0	Location 27
22	Aisle 2	Location 19
23	Aisle 7	Location 25
Order 6	number of articles 10
0	Aisle 9	Location 36
1	Aisle 9	Location 43
2	Aisle 12	Location 19
3	Aisle 17	Location 30
4	Aisle 3	Location 10
5	Aisle 1	Location 16
6	Aisle 19	Location 19
7	Aisle 5	Location 42
8	Aisle 10	Location 27
9	Aisle 0	Location 28
Order 7	number of articles 19
0	Aisle 9	Location 8
1	Aisle 10	Location 38
2	Aisle 19	Location 17
3	Aisle 12	Location 31
4	Aisle 17	Location 29
5	Aisle 19	Location 8
6	Aisle 17	Location 21
7	Aisle 19	Location 1
8	Aisle 19	Location 24
9	Aisle 11	Location 7
10	Aisle 9	Location 21
11	Aisle 17	Location 25
12	Aisle 8	Location 20
13	Aisle 8	Location 0
14	Aisle 19	Location 2
15	Aisle 18	Location 35
16	Aisle 19	Location 13
17	Aisle 19	Location 33
18	Aisle 6	Location 4
Order 8	number of articles 6
0	Aisle 4	Location 34
1	Aisle 12	Location 3
2	Aisle 3	Location 43
3	Aisle 2	Location 40
4	Aisle 5	Location 28
5	Aisle 10	Location 35
Order 9	number of articles 5
0	Aisle 0	Location 12
1	Aisle 3	Location 25
2	Aisle 5	Location 13
3	Aisle 2	Location 39
4	Aisle 0	Location 3
Order 10	number of articles 15
0	Aisle 6	Location 10
1	Aisle 6	Location 28
2	Aisle 1	Location 7
3	Aisle 18	Location 41
4	Aisle 18	Location 23
5	Aisle 12	Location 16
6	Aisle 10	Location 18
7	Aisle 2	Location 24
8	Aisle 11	Location 14
9	Aisle 16	Location 24
10	Aisle 10	Location 25
11	Aisle 3	Location 34
12	Aisle 17	Location 20
13	Aisle 6	Location 18
14	Aisle 2	Location 5
Order 11	number of articles 13
0	Aisle 7	Location 31
1	Aisle 18	Location 39
2	Aisle 12	Location 14
3	Aisle 11	Location 16
4	Aisle 15	Location 20
5	Aisle 17	Location 11
6	Aisle 12	Location 26
7	Aisle 11	Location 30
8	Aisle 3	Location 23
9	Aisle 6	Location 12
10	Aisle 2	Location 16
11	Aisle 3	Location 21
12	Aisle 5	Location 39
Order 12	number of articles 10
0	Aisle 14	Location 6
1	Aisle 19	Location 35
2	Aisle 8	Location 30
3	Aisle 9	Location 4
4	Aisle 4	Location 40
5	Aisle 1	Location 10
6	Aisle 14	Location 16
7	Aisle 3	Location 41
8	Aisle 9	Location 28
9	Aisle 6	Location 27
Order 13	number of articles 5
0	Aisle 1	Location 35
1	Aisle 3	Location 3
2	Aisle 10	Location 30
3	Aisle 19	Location 1
4	Aisle 3	Location 32
Order 14	number of articles 13
0	Aisle 10	Location 22
1	Aisle 8	Location 42
2	Aisle 10	Location 3
3	Aisle 11	Location 31
4	Aisle 1	Location 30
5	Aisle 2	Location 12
6	Aisle 16	Location 18
7	Aisle 16	Location 9
8	Aisle 5	Location 8
9	Aisle 18	Location 0
10	Aisle 1	Location 6
11	Aisle 2	Location 4
12	Aisle 8	Location 17
Order 15	number of articles 5
0	Aisle 6	Location 26
1	Aisle 0	Location 25
2	Aisle 11	Location 37
3	Aisle 4	Location 0
4	Aisle 0	Location 14
Order 16	number of articles 12
0	Aisle 0	Location 19
1	Aisle 2	Location 23
2	Aisle 17	Location 29
3	Aisle 8	Location 38
4	Aisle 3	Location 11
5	Aisle 13	Location 29
6	Aisle 17	Location 18
7	Aisle 8	Location 16
8	Aisle 5	Location 40
9	Aisle 8	Location 29
10	Aisle 4	Location 4
11	Aisle 12	Location 16
Order 17	number of articles 23
0	Aisle 6	Location 14
1	Aisle 17	Location 5
2	Aisle 5	Location 31
3	Aisle 3	Location 34
4	Aisle 19	Location 28
5	Aisle 5	Location 41
6	Aisle 1	Location 19
7	Aisle 19	Location 25
8	Aisle 13	Location 14
9	Aisle 12	Location 9
10	Aisle 18	Location 14
11	Aisle 15	Location 42
12	Aisle 1	Location 12
13	Aisle 8	Location 34
14	Aisle 16	Location 33
15	Aisle 18	Location 27
16	Aisle 5	Location 30
17	Aisle 17	Location 40
18	Aisle 14	Location 6
19	Aisle 18	Location 42
20	Aisle 13	Location 39
21	Aisle 15	Location 31
22	Aisle 3	Location 6
Order 18	number of articles 11
0	Aisle 2	Location 21
1	Aisle 8	Location 7
2	Aisle 5	Location 6
3	Aisle 15	Location 31
4	Aisle 13	Location 26
5	Aisle 11	Location 29
6	Aisle 7	Location 39
7	Aisle 0	Location 18
8	Aisle 13	Location 18
9	Aisle 11	Location 13
10	Aisle 16	Location 19
Order 19	number of articles 5
0	Aisle 7	Location 35
1	Aisle 8	Location 31
2	Aisle 17	Location 8
3	Aisle 13	Location 16
4	Aisle 5	Location 13
