Order 0	number of articles 14
0	Aisle 8	Location 36
1	Aisle 0	Location 38
2	Aisle 16	Location 1
3	Aisle 0	Location 31
4	Aisle 1	Location 17
5	Aisle 13	Location 26
6	Aisle 14	Location 13
7	Aisle 0	Location 9
8	Aisle 1	Location 38
9	Aisle 17	Location 11
10	Aisle 8	Location 35
11	Aisle 9	Location 4
12	Aisle 1	Location 27
13	Aisle 1	Location 16
Order 1	number of articles 19
0	Aisle 0	Location 23
1	Aisle 0	Location 18
2	Aisle 9	Location 28
3	Aisle 0	Location 39
4	Aisle 1	Location 6
5	Aisle 1	Location 44
6	Aisle 12	Location 43
7	Aisle 12	Location 3
8	Aisle 8	Location 19
9	Aisle 1	Location 25
10	Aisle 18	Location 42
11	Aisle 15	Location 36
12	Aisle 1	Location 24
13	Aisle 0	Location 3
14	Aisle 1	Location 22
15	Aisle 1	Location 4
16	Aisle 9	Location 9
17	Aisle 0	Location 4
18	Aisle 19	Location 21
Order 2	number of articles 13
0	Aisle 0	Location 34
1	Aisle 0	Location 43
2	Aisle 11	Location 9
3	Aisle 7	Location 44
4	Aisle 1	Location 34
5	Aisle 15	Location 29
6	Aisle 1	Location 39
7	Aisle 0	Location 26
8	Aisle 0	Location 30
9	Aisle 1	Location 12
10	Aisle 15	Location 7
11	Aisle 13	Location 16
12	Aisle 0	Location 21
Order 3	number of articles 19
0	Aisle 7	Location 31
1	Aisle 13	Location 42
2	Aisle 0	Location 25
3	Aisle 1	Location 12
4	Aisle 0	Location 2
5	Aisle 16	Location 9
6	Aisle 1	Location 28
7	Aisle 10	Location 6
8	Aisle 9	Location 43
9	Aisle 1	Location 1
10	Aisle 0	Location 34
11	Aisle 1	Location 6
12	Aisle 0	Location 0
13	Aisle 7	Location 38
14	Aisle 0	Location 44
15	Aisle 0	Location 33
16	Aisle 1	Location 2
17	Aisle 7	Location 8
18	Aisle 1	Location 9
Order 4	number of articles 7
0	Aisle 0	Location 15
1	Aisle 7	Location 27
2	Aisle 0	Location 23
3	Aisle 1	Location 5
4	Aisle 1	Location 30
5	Aisle 1	Location 37
6	Aisle 1	Location 23
Order 5	number of articles 20
0	Aisle 1	Location 21
1	Aisle 16	Location 44
2	Aisle 1	Location 27
3	Aisle 12	Location 3
4	Aisle 17	Location 8
5	Aisle 7	Location 43
6	Aisle 10	Location 22
7	Aisle 8	Location 0
8	Aisle 1	Location 3
9	Aisle 14	Location 22
10	Aisle 13	Location 28
11	Aisle 1	Location 13
12	Aisle 0	Location 34
13	Aisle 1	Location 25
14	Aisle 15	Location 14
15	Aisle 16	Location 9
16	Aisle 0	Location 11
17	Aisle 19	Location 32
18	Aisle 7	Location 2
19	Aisle 1	Location 40
Order 6	number of articles 16
0	Aisle 1	Location 3
1	Aisle 13	Location 37
2	Aisle 18	Location 4
3	Aisle 0	Location 30
4	Aisle 0	Location 43
5	Aisle 1	Location 36
6	Aisle 1	Location 2
7	Aisle 10	Location 16
8	Aisle 11	Location 40
9	Aisle 13	Location 28
10	Aisle 16	Location 27
11	Aisle 12	Location 10
12	Aisle 11	Location 18
13	Aisle 6	Location 8
14	Aisle 11	Location 23
15	Aisle 0	Location 36
Order 7	number of articles 13
0	Aisle 1	Location 3
1	Aisle 0	Location 26
2	Aisle 11	Location 4
