Order 0	number of articles 13
0	Aisle 19	Location 9
1	Aisle 15	Location 6
2	Aisle 9	Location 19
3	Aisle 0	Location 32
4	Aisle 17	Location 16
5	Aisle 6	Location 35
6	Aisle 0	Location 20
7	Aisle 8	Location 12
8	Aisle 4	Location 43
9	Aisle 9	Location 24
10	Aisle 6	Location 20
11	Aisle 13	Location 13
12	Aisle 7	Location 12
Order 1	number of articles 11
0	Aisle 11	Location 43
1	Aisle 12	Location 18
2	Aisle 16	Location 38
3	Aisle 8	Location 25
4	Aisle 0	Location 28
5	Aisle 9	Location 15
6	Aisle 17	Location 3
7	Aisle 2	Location 15
8	Aisle 13	Location 5
9	Aisle 6	Location 30
10	Aisle 14	Location 18
Order 2	number of articles 19
0	Aisle 7	Location 19
1	Aisle 19	Location 35
2	Aisle 17	Location 44
3	Aisle 9	Location 24
4	Aisle 15	Location 8
5	Aisle 6	Location 20
6	Aisle 3	Location 15
7	Aisle 0	Location 1
8	Aisle 8	Location 5
9	Aisle 4	Location 9
10	Aisle 4	Location 7
11	Aisle 1	Location 40
12	Aisle 8	Location 14
13	Aisle 11	Location 37
14	Aisle 8	Location 29
15	Aisle 1	Location 42
16	Aisle 8	Location 25
17	Aisle 19	Location 36
18	Aisle 19	Location 1
Order 3	number of articles 8
0	Aisle 17	Location 20
1	Aisle 4	Location 9
2	Aisle 1	Location 21
3	Aisle 13	Location 16
4	Aisle 15	Location 41
5	Aisle 11	Location 43
6	Aisle 0	Location 8
7	Aisle 6	Location 19
Order 4	number of articles 8
0	Aisle 8	Location 21
1	Aisle 15	Location 25
2	Aisle 6	Location 15
3	Aisle 17	Location 43
4	Aisle 10	Location 18
5	Aisle 11	Location 30
6	Aisle 0	Location 12
7	Aisle 11	Location 34
Order 5	number of articles 8
0	Aisle 7	Location 33
1	Aisle 12	Location 32
2	Aisle 0	Location 10
3	Aisle 13	Location 24
4	Aisle 9	Location 7
5	Aisle 18	Location 13
6	Aisle 14	Location 22
7	Aisle 2	Location 12
