Order 0	number of articles 17
0	Aisle 1	Location 15
1	Aisle 18	Location 37
2	Aisle 12	Location 14
3	Aisle 1	Location 44
4	Aisle 7	Location 17
5	Aisle 18	Location 3
6	Aisle 0	Location 31
7	Aisle 18	Location 8
8	Aisle 6	Location 1
9	Aisle 14	Location 6
10	Aisle 7	Location 28
11	Aisle 14	Location 37
12	Aisle 7	Location 0
13	Aisle 14	Location 24
14	Aisle 11	Location 25
15	Aisle 17	Location 17
16	Aisle 7	Location 13
Order 1	number of articles 18
0	Aisle 9	Location 19
1	Aisle 4	Location 40
2	Aisle 16	Location 6
3	Aisle 2	Location 32
4	Aisle 4	Location 18
5	Aisle 19	Location 31
6	Aisle 3	Location 18
7	Aisle 18	Location 8
8	Aisle 17	Location 6
9	Aisle 15	Location 29
10	Aisle 3	Location 16
11	Aisle 9	Location 7
12	Aisle 6	Location 6
13	Aisle 17	Location 29
14	Aisle 15	Location 27
15	Aisle 17	Location 26
16	Aisle 3	Location 22
17	Aisle 5	Location 2
Order 2	number of articles 16
0	Aisle 1	Location 41
1	Aisle 18	Location 21
2	Aisle 2	Location 34
3	Aisle 9	Location 27
4	Aisle 10	Location 27
5	Aisle 10	Location 26
6	Aisle 2	Location 5
7	Aisle 1	Location 6
8	Aisle 17	Location 1
9	Aisle 16	Location 13
10	Aisle 8	Location 17
11	Aisle 7	Location 32
12	Aisle 2	Location 36
13	Aisle 10	Location 35
14	Aisle 1	Location 19
15	Aisle 13	Location 18
Order 3	number of articles 6
0	Aisle 15	Location 21
1	Aisle 17	Location 24
2	Aisle 7	Location 19
3	Aisle 13	Location 25
4	Aisle 6	Location 9
5	Aisle 15	Location 9
Order 4	number of articles 11
0	Aisle 18	Location 8
1	Aisle 1	Location 30
2	Aisle 13	Location 19
3	Aisle 2	Location 37
4	Aisle 7	Location 38
5	Aisle 7	Location 42
6	Aisle 5	Location 41
7	Aisle 4	Location 35
8	Aisle 3	Location 40
9	Aisle 19	Location 9
10	Aisle 19	Location 19
Order 5	number of articles 21
0	Aisle 7	Location 28
1	Aisle 17	Location 4
2	Aisle 1	Location 44
3	Aisle 7	Location 25
4	Aisle 8	Location 13
5	Aisle 1	Location 12
6	Aisle 5	Location 20
7	Aisle 4	Location 17
8	Aisle 9	Location 43
9	Aisle 6	Location 38
10	Aisle 18	Location 18
11	Aisle 17	Location 14
12	Aisle 10	Location 22
13	Aisle 8	Location 44
14	Aisle 3	Location 31
15	Aisle 7	Location 42
16	Aisle 18	Location 24
17	Aisle 6	Location 31
18	Aisle 1	Location 38
19	Aisle 15	Location 4
20	Aisle 11	Location 18
Order 6	number of articles 15
0	Aisle 1	Location 32
1	Aisle 3	Location 21
2	Aisle 5	Location 39
3	Aisle 16	Location 24
4	Aisle 6	Location 39
5	Aisle 16	Location 18
6	Aisle 5	Location 16
7	Aisle 4	Location 36
8	Aisle 13	Location 43
9	Aisle 14	Location 12
10	Aisle 5	Location 30
11	Aisle 13	Location 31
12	Aisle 7	Location 3
13	Aisle 13	Location 14
14	Aisle 4	Location 30
Order 7	number of articles 21
0	Aisle 11	Location 20
1	Aisle 1	Location 16
2	Aisle 12	Location 28
3	Aisle 18	Location 23
4	Aisle 8	Location 0
5	Aisle 1	Location 2
6	Aisle 14	Location 6
7	Aisle 15	Location 28
8	Aisle 4	Location 26
9	Aisle 0	Location 23
10	Aisle 9	Location 11
11	Aisle 18	Location 34
12	Aisle 1	Location 37
