Order 0	number of articles 22
0	Aisle 16	Location 12
1	Aisle 11	Location 2
2	Aisle 6	Location 44
3	Aisle 0	Location 22
4	Aisle 9	Location 37
5	Aisle 1	Location 8
6	Aisle 0	Location 18
7	Aisle 9	Location 19
8	Aisle 11	Location 29
9	Aisle 19	Location 41
10	Aisle 11	Location 12
11	Aisle 14	Location 12
12	Aisle 2	Location 8
13	Aisle 13	Location 9
14	Aisle 10	Location 2
15	Aisle 5	Location 42
16	Aisle 11	Location 14
17	Aisle 18	Location 5
18	Aisle 16	Location 29
19	Aisle 13	Location 0
20	Aisle 2	Location 42
21	Aisle 0	Location 39
Order 1	number of articles 19
0	Aisle 14	Location 44
1	Aisle 16	Location 22
2	Aisle 14	Location 24
3	Aisle 14	Location 3
4	Aisle 16	Location 29
5	Aisle 18	Location 22
6	Aisle 18	Location 5
7	Aisle 5	Location 26
8	Aisle 0	Location 2
9	Aisle 12	Location 11
10	Aisle 15	Location 34
11	Aisle 7	Location 16
12	Aisle 17	Location 20
13	Aisle 15	Location 21
14	Aisle 8	Location 30
15	Aisle 15	Location 27
16	Aisle 15	Location 12
17	Aisle 7	Location 36
18	Aisle 17	Location 40
Order 2	number of articles 18
0	Aisle 9	Location 32
1	Aisle 16	Location 11
2	Aisle 16	Location 16
3	Aisle 7	Location 42
4	Aisle 0	Location 38
5	Aisle 13	Location 6
6	Aisle 0	Location 0
7	Aisle 13	Location 22
8	Aisle 15	Location 38
9	Aisle 13	Location 37
10	Aisle 16	Location 17
11	Aisle 7	Location 6
12	Aisle 15	Location 8
13	Aisle 2	Location 36
14	Aisle 4	Location 0
15	Aisle 3	Location 26
16	Aisle 13	Location 23
17	Aisle 13	Location 39
Order 3	number of articles 11
0	Aisle 2	Location 27
1	Aisle 18	Location 14
2	Aisle 18	Location 15
3	Aisle 8	Location 15
4	Aisle 19	Location 14
5	Aisle 16	Location 33
6	Aisle 13	Location 38
7	Aisle 10	Location 19
8	Aisle 17	Location 17
9	Aisle 5	Location 39
10	Aisle 9	Location 8
Order 4	number of articles 21
0	Aisle 14	Location 24
1	Aisle 15	Location 36
2	Aisle 12	Location 12
3	Aisle 10	Location 40
4	Aisle 17	Location 11
5	Aisle 13	Location 33
6	Aisle 11	Location 0
7	Aisle 7	Location 42
8	Aisle 12	Location 31
9	Aisle 5	Location 16
10	Aisle 6	Location 3
11	Aisle 14	Location 37
12	Aisle 19	Location 7
13	Aisle 10	Location 4
14	Aisle 9	Location 18
15	Aisle 0	Location 38
16	Aisle 12	Location 5
17	Aisle 4	Location 23
18	Aisle 19	Location 35
19	Aisle 19	Location 24
20	Aisle 18	Location 41
Order 5	number of articles 16
0	Aisle 17	Location 17
1	Aisle 7	Location 35
2	Aisle 15	Location 39
3	Aisle 11	Location 26
4	Aisle 18	Location 2
5	Aisle 3	Location 26
6	Aisle 1	Location 0
7	Aisle 11	Location 4
8	Aisle 5	Location 21
9	Aisle 11	Location 43
10	Aisle 8	Location 22
11	Aisle 3	Location 24
12	Aisle 17	Location 40
13	Aisle 13	Location 39
14	Aisle 2	Location 17
15	Aisle 4	Location 22
Order 6	number of articles 13
0	Aisle 13	Location 9
1	Aisle 12	Location 24
2	Aisle 1	Location 24
3	Aisle 15	Location 9
4	Aisle 16	Location 29
5	Aisle 6	Location 9
6	Aisle 9	Location 7
7	Aisle 19	Location 39
8	Aisle 15	Location 37
9	Aisle 15	Location 1
10	Aisle 0	Location 19
11	Aisle 4	Location 2
12	Aisle 19	Location 14
Order 7	number of articles 14
0	Aisle 6	Location 39
1	Aisle 7	Location 14
2	Aisle 2	Location 37
3	Aisle 6	Location 17
4	Aisle 9	Location 4
5	Aisle 11	Location 1
6	Aisle 5	Location 44
7	Aisle 8	Location 1
8	Aisle 18	Location 39
9	Aisle 11	Location 39
10	Aisle 10	Location 1
11	Aisle 13	Location 20
12	Aisle 7	Location 9
13	Aisle 13	Location 5
Order 8	number of articles 14
0	Aisle 10	Location 37
1	Aisle 2	Location 35
2	Aisle 14	Location 40
3	Aisle 8	Location 41
4	Aisle 3	Location 24
5	Aisle 6	Location 18
6	Aisle 4	Location 2
7	Aisle 4	Location 25
8	Aisle 18	Location 9
9	Aisle 1	Location 32
10	Aisle 9	Location 19
11	Aisle 13	Location 43
12	Aisle 14	Location 39
13	Aisle 6	Location 8
Order 9	number of articles 12
0	Aisle 18	Location 12
1	Aisle 7	Location 17
2	Aisle 14	Location 40
3	Aisle 14	Location 2
4	Aisle 11	Location 34
5	Aisle 10	Location 30
6	Aisle 10	Location 22
7	Aisle 7	Location 2
8	Aisle 16	Location 43
9	Aisle 14	Location 3
10	Aisle 0	Location 29
11	Aisle 6	Location 12
Order 10	number of articles 9
0	Aisle 4	Location 24
1	Aisle 2	Location 43
2	Aisle 12	Location 40
3	Aisle 3	Location 16
4	Aisle 17	Location 26
5	Aisle 19	Location 23
6	Aisle 12	Location 31
7	Aisle 15	Location 35
8	Aisle 18	Location 0
Order 11	number of articles 17
0	Aisle 17	Location 32
1	Aisle 1	Location 35
2	Aisle 13	Location 22
3	Aisle 5	Location 8
4	Aisle 8	Location 20
5	Aisle 11	Location 43
6	Aisle 9	Location 30
7	Aisle 8	Location 27
8	Aisle 7	Location 42
9	Aisle 15	Location 16
10	Aisle 1	Location 8
11	Aisle 11	Location 12
12	Aisle 12	Location 22
13	Aisle 1	Location 34
14	Aisle 2	Location 39
15	Aisle 6	Location 30
16	Aisle 13	Location 13
Order 12	number of articles 5
0	Aisle 12	Location 35
1	Aisle 5	Location 5
2	Aisle 15	Location 9
3	Aisle 12	Location 8
4	Aisle 11	Location 7
Order 13	number of articles 22
0	Aisle 14	Location 42
1	Aisle 1	Location 35
2	Aisle 19	Location 33
3	Aisle 1	Location 37
4	Aisle 12	Location 2
5	Aisle 7	Location 3
6	Aisle 1	Location 23
