Order 0	number of articles 23
0	Aisle 0	Location 7
1	Aisle 2	Location 31
2	Aisle 18	Location 11
3	Aisle 18	Location 14
4	Aisle 16	Location 9
5	Aisle 7	Location 44
6	Aisle 11	Location 34
7	Aisle 1	Location 24
8	Aisle 9	Location 16
9	Aisle 7	Location 8
10	Aisle 6	Location 3
11	Aisle 7	Location 2
12	Aisle 3	Location 16
13	Aisle 12	Location 19
14	Aisle 7	Location 39
15	Aisle 4	Location 15
16	Aisle 12	Location 36
17	Aisle 12	Location 17
18	Aisle 4	Location 37
19	Aisle 5	Location 31
20	Aisle 1	Location 34
21	Aisle 16	Location 25
22	Aisle 2	Location 17
Order 1	number of articles 19
0	Aisle 6	Location 43
1	Aisle 18	Location 40
2	Aisle 6	Location 13
3	Aisle 6	Location 21
4	Aisle 14	Location 13
5	Aisle 18	Location 13
6	Aisle 12	Location 13
7	Aisle 19	Location 25
8	Aisle 3	Location 16
9	Aisle 9	Location 34
10	Aisle 6	Location 44
11	Aisle 19	Location 0
12	Aisle 17	Location 37
13	Aisle 6	Location 20
14	Aisle 6	Location 18
15	Aisle 2	Location 14
16	Aisle 16	Location 9
17	Aisle 7	Location 41
18	Aisle 7	Location 30
Order 2	number of articles 21
0	Aisle 8	Location 8
1	Aisle 10	Location 42
2	Aisle 18	Location 28
3	Aisle 15	Location 21
4	Aisle 0	Location 22
5	Aisle 13	Location 23
6	Aisle 12	Location 3
7	Aisle 12	Location 15
8	Aisle 10	Location 36
9	Aisle 12	Location 27
10	Aisle 12	Location 6
11	Aisle 11	Location 32
12	Aisle 12	Location 30
13	Aisle 12	Location 9
14	Aisle 0	Location 36
15	Aisle 16	Location 31
16	Aisle 10	Location 4
17	Aisle 18	Location 30
18	Aisle 17	Location 30
19	Aisle 18	Location 36
20	Aisle 4	Location 39
Order 3	number of articles 16
0	Aisle 3	Location 3
1	Aisle 0	Location 17
2	Aisle 16	Location 38
3	Aisle 14	Location 35
4	Aisle 5	Location 1
5	Aisle 1	Location 4
6	Aisle 10	Location 33
7	Aisle 2	Location 29
8	Aisle 9	Location 35
9	Aisle 13	Location 14
10	Aisle 17	Location 12
11	Aisle 5	Location 18
12	Aisle 11	Location 29
13	Aisle 0	Location 14
14	Aisle 11	Location 33
15	Aisle 4	Location 39
Order 4	number of articles 7
0	Aisle 15	Location 23
1	Aisle 8	Location 24
2	Aisle 1	Location 44
3	Aisle 17	Location 27
4	Aisle 9	Location 26
