Order 0	number of articles 18
0	Aisle 7	Location 4
1	Aisle 7	Location 9
2	Aisle 4	Location 8
3	Aisle 1	Location 21
4	Aisle 10	Location 16
5	Aisle 7	Location 21
6	Aisle 8	Location 13
7	Aisle 10	Location 3
8	Aisle 9	Location 13
9	Aisle 1	Location 30
10	Aisle 1	Location 4
11	Aisle 6	Location 10
12	Aisle 10	Location 26
13	Aisle 0	Location 41
14	Aisle 1	Location 2
15	Aisle 19	Location 14
16	Aisle 10	Location 35
17	Aisle 3	Location 40
Order 1	number of articles 24
0	Aisle 15	Location 29
1	Aisle 4	Location 17
2	Aisle 1	Location 26
3	Aisle 6	Location 4
4	Aisle 11	Location 18
5	Aisle 16	Location 34
6	Aisle 11	Location 35
7	Aisle 19	Location 26
8	Aisle 18	Location 26
9	Aisle 16	Location 15
10	Aisle 9	Location 33
11	Aisle 0	Location 35
12	Aisle 7	Location 2
13	Aisle 8	Location 28
14	Aisle 10	Location 16
15	Aisle 2	Location 1
16	Aisle 5	Location 31
17	Aisle 5	Location 38
18	Aisle 18	Location 22
19	Aisle 16	Location 29
20	Aisle 9	Location 37
21	Aisle 1	Location 33
22	Aisle 12	Location 10
23	Aisle 19	Location 3
Order 2	number of articles 15
0	Aisle 9	Location 22
1	Aisle 10	Location 39
2	Aisle 15	Location 41
3	Aisle 17	Location 32
4	Aisle 17	Location 41
5	Aisle 2	Location 7
6	Aisle 18	Location 33
7	Aisle 0	Location 44
8	Aisle 1	Location 32
9	Aisle 15	Location 5
10	Aisle 12	Location 10
11	Aisle 4	Location 19
12	Aisle 4	Location 20
13	Aisle 1	Location 34
14	Aisle 19	Location 24
Order 3	number of articles 14
0	Aisle 9	Location 21
1	Aisle 6	Location 3
2	Aisle 5	Location 9
3	Aisle 18	Location 14
4	Aisle 4	Location 16
5	Aisle 7	Location 35
6	Aisle 15	Location 27
7	Aisle 13	Location 2
8	Aisle 14	Location 24
9	Aisle 13	Location 20
10	Aisle 11	Location 8
11	Aisle 15	Location 36
12	Aisle 13	Location 11
13	Aisle 1	Location 16
Order 4	number of articles 6
0	Aisle 4	Location 32
1	Aisle 15	Location 15
2	Aisle 6	Location 14
3	Aisle 3	Location 0
4	Aisle 15	Location 21
5	Aisle 12	Location 5
Order 5	number of articles 23
0	Aisle 15	Location 23
1	Aisle 11	Location 44
2	Aisle 2	Location 26
3	Aisle 5	Location 39
4	Aisle 3	Location 15
5	Aisle 12	Location 8
6	Aisle 3	Location 21
7	Aisle 16	Location 24
8	Aisle 11	Location 29
9	Aisle 11	Location 5
10	Aisle 12	Location 20
11	Aisle 3	Location 36
12	Aisle 17	Location 43
13	Aisle 9	Location 29
14	Aisle 17	Location 31
15	Aisle 8	Location 13
16	Aisle 16	Location 14
17	Aisle 2	Location 34
18	Aisle 6	Location 14
19	Aisle 19	Location 2
20	Aisle 3	Location 32
21	Aisle 9	Location 37
22	Aisle 13	Location 9
Order 6	number of articles 17
0	Aisle 4	Location 42
1	Aisle 13	Location 33
2	Aisle 8	Location 30
3	Aisle 17	Location 37
4	Aisle 6	Location 13
5	Aisle 18	Location 39
6	Aisle 10	Location 12
7	Aisle 15	Location 27
8	Aisle 5	Location 2
9	Aisle 9	Location 19
10	Aisle 16	Location 31
11	Aisle 16	Location 40
12	Aisle 18	Location 22
13	Aisle 2	Location 29
14	Aisle 3	Location 14
15	Aisle 1	Location 43
16	Aisle 3	Location 24
Order 7	number of articles 8
0	Aisle 19	Location 39
1	Aisle 3	Location 40
2	Aisle 19	Location 29
3	Aisle 13	Location 3
4	Aisle 18	Location 1
5	Aisle 18	Location 35
6	Aisle 12	Location 9
7	Aisle 1	Location 44
Order 8	number of articles 14
0	Aisle 0	Location 15
1	Aisle 19	Location 11
2	Aisle 19	Location 40
3	Aisle 4	Location 30
4	Aisle 18	Location 30
5	Aisle 13	Location 22
6	Aisle 13	Location 18
7	Aisle 12	Location 10
8	Aisle 18	Location 13
9	Aisle 5	Location 29
10	Aisle 8	Location 40
11	Aisle 2	Location 37
12	Aisle 2	Location 40
13	Aisle 13	Location 25
Order 9	number of articles 20
0	Aisle 7	Location 43
1	Aisle 0	Location 3
2	Aisle 18	Location 16
3	Aisle 1	Location 5
4	Aisle 14	Location 2
5	Aisle 1	Location 3
6	Aisle 10	Location 18
7	Aisle 16	Location 21
8	Aisle 18	Location 10
9	Aisle 11	Location 36
10	Aisle 4	Location 30
11	Aisle 9	Location 28
12	Aisle 17	Location 4
13	Aisle 13	Location 30
14	Aisle 2	Location 16
15	Aisle 11	Location 10
16	Aisle 18	Location 19
17	Aisle 0	Location 37
18	Aisle 17	Location 36
19	Aisle 14	Location 42
Order 10	number of articles 15
0	Aisle 14	Location 25
1	Aisle 18	Location 29
2	Aisle 1	Location 22
3	Aisle 15	Location 38
4	Aisle 13	Location 9
5	Aisle 7	Location 13
6	Aisle 12	Location 12
7	Aisle 18	Location 2
8	Aisle 4	Location 14
9	Aisle 19	Location 11
10	Aisle 18	Location 30
11	Aisle 3	Location 21
12	Aisle 2	Location 41
13	Aisle 13	Location 38
14	Aisle 2	Location 17
Order 11	number of articles 19
0	Aisle 9	Location 25
1	Aisle 17	Location 16
2	Aisle 14	Location 17
3	Aisle 13	Location 39
4	Aisle 6	Location 25
5	Aisle 14	Location 26
6	Aisle 3	Location 44
7	Aisle 12	Location 32
8	Aisle 12	Location 16
9	Aisle 11	Location 4
10	Aisle 3	Location 40
11	Aisle 15	Location 23
12	Aisle 19	Location 8
13	Aisle 12	Location 31
14	Aisle 15	Location 27
15	Aisle 13	Location 43
16	Aisle 17	Location 35
17	Aisle 12	Location 9
18	Aisle 9	Location 41
Order 12	number of articles 11
0	Aisle 10	Location 40
1	Aisle 13	Location 9
2	Aisle 1	Location 5
3	Aisle 4	Location 7
4	Aisle 12	Location 24
5	Aisle 14	Location 20
6	Aisle 8	Location 23
7	Aisle 5	Location 11
8	Aisle 0	Location 5
9	Aisle 11	Location 31
10	Aisle 13	Location 35
Order 13	number of articles 20
0	Aisle 2	Location 24
1	Aisle 1	Location 3
2	Aisle 18	Location 32
3	Aisle 4	Location 28
4	Aisle 1	Location 35
5	Aisle 10	Location 34
6	Aisle 14	Location 15
7	Aisle 15	Location 10
8	Aisle 15	Location 20
9	Aisle 15	Location 26
10	Aisle 9	Location 7
11	Aisle 5	Location 31
12	Aisle 5	Location 4
13	Aisle 11	Location 13
14	Aisle 5	Location 7
15	Aisle 2	Location 30
16	Aisle 2	Location 10
17	Aisle 13	Location 8
18	Aisle 14	Location 33
19	Aisle 13	Location 2
Order 14	number of articles 17
0	Aisle 12	Location 21
1	Aisle 12	Location 30
2	Aisle 0	Location 14
3	Aisle 11	Location 0
4	Aisle 16	Location 4
5	Aisle 11	Location 14
6	Aisle 3	Location 0
7	Aisle 3	Location 42
8	Aisle 15	Location 12
9	Aisle 5	Location 29
10	Aisle 11	Location 31
11	Aisle 15	Location 19
12	Aisle 16	Location 14
13	Aisle 5	Location 25
14	Aisle 3	Location 26
15	Aisle 14	Location 38
16	Aisle 7	Location 15
Order 15	number of articles 16
0	Aisle 7	Location 34
1	Aisle 11	Location 28
2	Aisle 11	Location 8
3	Aisle 2	Location 16
4	Aisle 13	Location 17
5	Aisle 4	Location 29
6	Aisle 0	Location 16
7	Aisle 5	Location 10
8	Aisle 8	Location 22
9	Aisle 8	Location 4
10	Aisle 10	Location 32
11	Aisle 9	Location 21
12	Aisle 7	Location 40
13	Aisle 15	Location 40
14	Aisle 5	Location 35
15	Aisle 19	Location 43
Order 16	number of articles 7
0	Aisle 2	Location 25
1	Aisle 1	Location 33
2	Aisle 17	Location 33
3	Aisle 10	Location 37
4	Aisle 6	Location 5
5	Aisle 4	Location 39
6	Aisle 3	Location 26
Order 17	number of articles 20
0	Aisle 15	Location 35
1	Aisle 8	Location 39
2	Aisle 10	Location 32
3	Aisle 4	Location 25
4	Aisle 11	Location 16
5	Aisle 14	Location 30
6	Aisle 19	Location 2
7	Aisle 8	Location 26
8	Aisle 6	Location 16
9	Aisle 6	Location 27
10	Aisle 11	Location 22
11	Aisle 6	Location 32
12	Aisle 18	Location 21
13	Aisle 2	Location 43
14	Aisle 19	Location 18
15	Aisle 9	Location 10
16	Aisle 0	Location 17
17	Aisle 19	Location 3
18	Aisle 8	Location 12
19	Aisle 13	Location 29
Order 18	number of articles 9
0	Aisle 8	Location 31
1	Aisle 19	Location 2
2	Aisle 13	Location 10
3	Aisle 7	Location 16
4	Aisle 12	Location 31
5	Aisle 5	Location 15
6	Aisle 7	Location 22
7	Aisle 0	Location 18
8	Aisle 18	Location 11
Order 19	number of articles 23
0	Aisle 4	Location 39
1	Aisle 15	Location 10
2	Aisle 6	Location 1
3	Aisle 19	Location 20
4	Aisle 17	Location 23
5	Aisle 6	Location 38
6	Aisle 1	Location 42
7	Aisle 6	Location 35
8	Aisle 1	Location 32
9	Aisle 9	Location 19
10	Aisle 15	Location 17
11	Aisle 6	Location 18
12	Aisle 16	Location 24
13	Aisle 10	Location 37
14	Aisle 14	Location 8
15	Aisle 13	Location 5
16	Aisle 13	Location 40
17	Aisle 2	Location 32
18	Aisle 0	Location 20
19	Aisle 6	Location 17
20	Aisle 12	Location 38
21	Aisle 13	Location 33
