Order 0	number of articles 14
0	Aisle 3	Location 36
1	Aisle 0	Location 19
2	Aisle 5	Location 5
3	Aisle 17	Location 33
4	Aisle 13	Location 22
5	Aisle 7	Location 29
6	Aisle 3	Location 6
7	Aisle 18	Location 2
8	Aisle 16	Location 25
9	Aisle 19	Location 31
10	Aisle 15	Location 1
11	Aisle 14	Location 11
12	Aisle 13	Location 7
13	Aisle 4	Location 40
Order 1	number of articles 15
0	Aisle 8	Location 9
1	Aisle 10	Location 40
2	Aisle 16	Location 17
3	Aisle 19	Location 37
4	Aisle 13	Location 23
5	Aisle 17	Location 14
6	Aisle 13	Location 30
7	Aisle 14	Location 18
8	Aisle 10	Location 3
9	Aisle 9	Location 15
10	Aisle 18	Location 42
11	Aisle 11	Location 26
12	Aisle 12	Location 25
13	Aisle 1	Location 44
14	Aisle 6	Location 40
Order 2	number of articles 21
0	Aisle 5	Location 1
1	Aisle 1	Location 9
2	Aisle 18	Location 14
3	Aisle 7	Location 10
4	Aisle 5	Location 39
5	Aisle 6	Location 16
6	Aisle 14	Location 2
7	Aisle 2	Location 30
8	Aisle 15	Location 18
9	Aisle 5	Location 16
10	Aisle 18	Location 4
11	Aisle 9	Location 20
12	Aisle 4	Location 26
13	Aisle 3	Location 24
14	Aisle 9	Location 26
15	Aisle 15	Location 32
16	Aisle 17	Location 37
17	Aisle 3	Location 35
18	Aisle 12	Location 19
19	Aisle 1	Location 6
20	Aisle 12	Location 4
Order 3	number of articles 22
0	Aisle 6	Location 29
1	Aisle 18	Location 15
2	Aisle 13	Location 26
3	Aisle 12	Location 18
4	Aisle 10	Location 29
5	Aisle 4	Location 35
6	Aisle 16	Location 43
7	Aisle 16	Location 18
8	Aisle 10	Location 9
9	Aisle 14	Location 33
10	Aisle 3	Location 42
11	Aisle 12	Location 33
12	Aisle 2	Location 10
13	Aisle 19	Location 21
14	Aisle 1	Location 19
15	Aisle 12	Location 25
16	Aisle 2	Location 5
17	Aisle 17	Location 14
18	Aisle 13	Location 19
19	Aisle 7	Location 26
20	Aisle 2	Location 9
21	Aisle 1	Location 5
Order 4	number of articles 20
0	Aisle 2	Location 16
1	Aisle 1	Location 1
2	Aisle 13	Location 15
3	Aisle 6	Location 3
4	Aisle 4	Location 23
5	Aisle 11	Location 34
6	Aisle 8	Location 21
7	Aisle 11	Location 31
8	Aisle 14	Location 15
9	Aisle 6	Location 24
10	Aisle 2	Location 8
11	Aisle 8	Location 26
12	Aisle 9	Location 28
13	Aisle 13	Location 0
14	Aisle 15	Location 28
15	Aisle 4	Location 10
16	Aisle 19	Location 7
17	Aisle 15	Location 18
18	Aisle 2	Location 23
19	Aisle 7	Location 21
Order 5	number of articles 17
0	Aisle 11	Location 8
1	Aisle 16	Location 28
2	Aisle 4	Location 31
3	Aisle 5	Location 0
4	Aisle 0	Location 37
5	Aisle 16	Location 13
6	Aisle 13	Location 5
7	Aisle 3	Location 35
8	Aisle 4	Location 5
9	Aisle 17	Location 2
10	Aisle 12	Location 11
11	Aisle 0	Location 18
12	Aisle 16	Location 40
13	Aisle 15	Location 10
14	Aisle 18	Location 12
15	Aisle 14	Location 1
16	Aisle 18	Location 44
Order 6	number of articles 14
0	Aisle 18	Location 0
1	Aisle 8	Location 10
2	Aisle 8	Location 41
3	Aisle 8	Location 25
4	Aisle 6	Location 36
5	Aisle 15	Location 37
6	Aisle 5	Location 16
7	Aisle 12	Location 4
8	Aisle 19	Location 12
9	Aisle 15	Location 40
10	Aisle 12	Location 5
11	Aisle 0	Location 13
12	Aisle 14	Location 1
13	Aisle 9	Location 5
Order 7	number of articles 17
0	Aisle 8	Location 1
1	Aisle 18	Location 41
2	Aisle 15	Location 8
3	Aisle 3	Location 20
4	Aisle 15	Location 12
5	Aisle 12	Location 20
6	Aisle 3	Location 16
7	Aisle 0	Location 16
8	Aisle 1	Location 9
9	Aisle 5	Location 39
10	Aisle 18	Location 9
11	Aisle 3	Location 14
12	Aisle 13	Location 35
13	Aisle 11	Location 13
14	Aisle 7	Location 35
15	Aisle 16	Location 18
16	Aisle 10	Location 19
Order 8	number of articles 16
0	Aisle 8	Location 35
1	Aisle 4	Location 14
2	Aisle 5	Location 21
3	Aisle 12	Location 26
4	Aisle 4	Location 17
5	Aisle 0	Location 11
6	Aisle 10	Location 12
7	Aisle 9	Location 21
8	Aisle 10	Location 42
9	Aisle 12	Location 40
10	Aisle 5	Location 41
11	Aisle 18	Location 24
12	Aisle 10	Location 24
13	Aisle 2	Location 20
14	Aisle 6	Location 40
15	Aisle 7	Location 34
Order 9	number of articles 17
0	Aisle 19	Location 5
1	Aisle 19	Location 29
2	Aisle 4	Location 35
