Order 0	number of articles 18
0	Aisle 7	Location 6
1	Aisle 3	Location 12
2	Aisle 1	Location 11
3	Aisle 17	Location 26
4	Aisle 5	Location 10
5	Aisle 10	Location 9
6	Aisle 3	Location 39
7	Aisle 15	Location 23
8	Aisle 17	Location 10
9	Aisle 17	Location 14
10	Aisle 9	Location 15
11	Aisle 12	Location 7
12	Aisle 14	Location 18
13	Aisle 15	Location 25
14	Aisle 3	Location 4
15	Aisle 10	Location 18
16	Aisle 7	Location 20
17	Aisle 17	Location 18
Order 1	number of articles 12
0	Aisle 4	Location 41
1	Aisle 12	Location 31
2	Aisle 12	Location 5
3	Aisle 6	Location 39
4	Aisle 4	Location 22
5	Aisle 19	Location 44
6	Aisle 8	Location 9
7	Aisle 13	Location 11
8	Aisle 10	Location 41
9	Aisle 1	Location 0
10	Aisle 19	Location 17
11	Aisle 15	Location 33
Order 2	number of articles 15
0	Aisle 5	Location 4
1	Aisle 0	Location 29
2	Aisle 15	Location 42
3	Aisle 5	Location 22
4	Aisle 3	Location 17
5	Aisle 19	Location 10
6	Aisle 10	Location 11
7	Aisle 12	Location 13
8	Aisle 17	Location 44
9	Aisle 18	Location 21
10	Aisle 2	Location 4
11	Aisle 8	Location 19
12	Aisle 15	Location 26
13	Aisle 7	Location 9
14	Aisle 0	Location 23
Order 3	number of articles 9
0	Aisle 16	Location 5
1	Aisle 4	Location 37
2	Aisle 14	Location 37
3	Aisle 1	Location 32
4	Aisle 10	Location 18
5	Aisle 13	Location 10
6	Aisle 18	Location 25
7	Aisle 7	Location 12
8	Aisle 8	Location 1
Order 4	number of articles 20
0	Aisle 4	Location 15
1	Aisle 5	Location 29
2	Aisle 19	Location 24
3	Aisle 15	Location 33
4	Aisle 12	Location 28
5	Aisle 11	Location 6
6	Aisle 16	Location 44
7	Aisle 17	Location 21
8	Aisle 2	Location 18
9	Aisle 12	Location 10
10	Aisle 15	Location 31
11	Aisle 14	Location 11
12	Aisle 9	Location 16
13	Aisle 2	Location 10
14	Aisle 8	Location 14
15	Aisle 7	Location 34
16	Aisle 13	Location 10
17	Aisle 16	Location 41
18	Aisle 16	Location 20
19	Aisle 8	Location 37
Order 5	number of articles 14
0	Aisle 16	Location 34
1	Aisle 9	Location 38
2	Aisle 18	Location 3
3	Aisle 16	Location 4
4	Aisle 2	Location 39
5	Aisle 19	Location 40
6	Aisle 11	Location 5
7	Aisle 9	Location 3
8	Aisle 13	Location 26
9	Aisle 11	Location 3
10	Aisle 13	Location 8
11	Aisle 17	Location 38
12	Aisle 10	Location 35
13	Aisle 11	Location 19
Order 6	number of articles 14
0	Aisle 2	Location 29
1	Aisle 18	Location 17
2	Aisle 13	Location 14
3	Aisle 15	Location 35
4	Aisle 15	Location 36
5	Aisle 9	Location 16
6	Aisle 8	Location 26
7	Aisle 16	Location 8
8	Aisle 0	Location 39
9	Aisle 19	Location 19
10	Aisle 10	Location 11
11	Aisle 1	Location 44
12	Aisle 6	Location 38
13	Aisle 11	Location 23
Order 7	number of articles 24
0	Aisle 16	Location 36
1	Aisle 0	Location 29
2	Aisle 13	Location 10
3	Aisle 13	Location 2
4	Aisle 0	Location 12
5	Aisle 9	Location 34
6	Aisle 16	Location 17
7	Aisle 17	Location 26
8	Aisle 5	Location 28
9	Aisle 6	Location 43
10	Aisle 7	Location 9
11	Aisle 2	Location 25
12	Aisle 14	Location 39
13	Aisle 17	Location 33
14	Aisle 11	Location 31
15	Aisle 0	Location 40
16	Aisle 13	Location 22
17	Aisle 12	Location 25
18	Aisle 5	Location 20
19	Aisle 19	Location 13
20	Aisle 5	Location 32
21	Aisle 19	Location 42
22	Aisle 3	Location 24
23	Aisle 17	Location 4
Order 8	number of articles 20
0	Aisle 1	Location 24
1	Aisle 1	Location 20
2	Aisle 3	Location 19
3	Aisle 17	Location 0
4	Aisle 3	Location 12
5	Aisle 14	Location 28
6	Aisle 16	Location 29
7	Aisle 10	Location 24
8	Aisle 12	Location 19
9	Aisle 11	Location 1
10	Aisle 15	Location 10
11	Aisle 6	Location 14
12	Aisle 13	Location 44
13	Aisle 3	Location 32
14	Aisle 4	Location 29
15	Aisle 9	Location 3
