Order 0	number of articles 9
0	Aisle 17	Location 26
1	Aisle 7	Location 40
2	Aisle 1	Location 37
3	Aisle 3	Location 43
4	Aisle 4	Location 41
5	Aisle 9	Location 26
6	Aisle 19	Location 26
7	Aisle 8	Location 11
8	Aisle 5	Location 33
Order 1	number of articles 13
0	Aisle 13	Location 24
1	Aisle 10	Location 6
2	Aisle 4	Location 21
3	Aisle 13	Location 38
4	Aisle 12	Location 12
5	Aisle 15	Location 1
6	Aisle 4	Location 18
7	Aisle 7	Location 26
8	Aisle 1	Location 32
9	Aisle 16	Location 8
10	Aisle 17	Location 18
11	Aisle 2	Location 24
12	Aisle 11	Location 41
Order 2	number of articles 15
0	Aisle 11	Location 33
1	Aisle 14	Location 5
2	Aisle 16	Location 40
3	Aisle 14	Location 7
4	Aisle 11	Location 37
5	Aisle 16	Location 8
6	Aisle 7	Location 0
7	Aisle 9	Location 42
8	Aisle 2	Location 16
9	Aisle 7	Location 18
10	Aisle 9	Location 36
11	Aisle 6	Location 5
12	Aisle 14	Location 26
13	Aisle 2	Location 43
14	Aisle 12	Location 31
Order 3	number of articles 8
0	Aisle 10	Location 31
1	Aisle 8	Location 1
2	Aisle 10	Location 30
3	Aisle 14	Location 25
4	Aisle 16	Location 6
5	Aisle 0	Location 26
6	Aisle 4	Location 26
7	Aisle 1	Location 0
Order 4	number of articles 11
0	Aisle 11	Location 43
1	Aisle 16	Location 37
2	Aisle 8	Location 16
3	Aisle 12	Location 3
4	Aisle 7	Location 20
5	Aisle 0	Location 8
6	Aisle 15	Location 14
7	Aisle 5	Location 33
8	Aisle 2	Location 2
9	Aisle 5	Location 9
10	Aisle 11	Location 2
Order 5	number of articles 11
0	Aisle 11	Location 36
1	Aisle 1	Location 44
2	Aisle 17	Location 17
3	Aisle 6	Location 11
4	Aisle 15	Location 43
5	Aisle 12	Location 43
6	Aisle 8	Location 17
7	Aisle 1	Location 33
8	Aisle 19	Location 32
9	Aisle 9	Location 28
10	Aisle 14	Location 10
Order 6	number of articles 10
0	Aisle 12	Location 36
1	Aisle 14	Location 22
2	Aisle 14	Location 2
3	Aisle 19	Location 41
4	Aisle 6	Location 8
5	Aisle 11	Location 14
6	Aisle 12	Location 30
7	Aisle 5	Location 13
8	Aisle 18	Location 17
