Order 0	number of articles 7
0	Aisle 17	Location 31
1	Aisle 2	Location 33
2	Aisle 18	Location 11
3	Aisle 13	Location 42
4	Aisle 13	Location 22
5	Aisle 10	Location 11
6	Aisle 14	Location 7
Order 1	number of articles 17
0	Aisle 8	Location 43
1	Aisle 11	Location 42
2	Aisle 9	Location 4
3	Aisle 17	Location 32
4	Aisle 5	Location 30
5	Aisle 8	Location 17
6	Aisle 11	Location 1
7	Aisle 1	Location 14
8	Aisle 9	Location 36
9	Aisle 4	Location 17
10	Aisle 14	Location 28
11	Aisle 2	Location 22
12	Aisle 3	Location 8
13	Aisle 19	Location 0
14	Aisle 17	Location 16
15	Aisle 0	Location 18
16	Aisle 19	Location 22
Order 2	number of articles 23
0	Aisle 10	Location 11
1	Aisle 3	Location 44
2	Aisle 4	Location 2
3	Aisle 18	Location 19
4	Aisle 10	Location 2
5	Aisle 17	Location 10
6	Aisle 14	Location 6
7	Aisle 12	Location 23
8	Aisle 18	Location 0
9	Aisle 3	Location 16
10	Aisle 0	Location 12
11	Aisle 2	Location 11
12	Aisle 12	Location 32
13	Aisle 19	Location 28
14	Aisle 8	Location 8
15	Aisle 7	Location 33
16	Aisle 8	Location 18
17	Aisle 16	Location 29
18	Aisle 17	Location 0
19	Aisle 15	Location 6
20	Aisle 18	Location 42
21	Aisle 3	Location 0
22	Aisle 10	Location 41
Order 3	number of articles 18
0	Aisle 16	Location 6
1	Aisle 8	Location 25
2	Aisle 5	Location 25
3	Aisle 0	Location 26
4	Aisle 14	Location 1
5	Aisle 11	Location 6
6	Aisle 11	Location 29
7	Aisle 13	Location 13
8	Aisle 11	Location 16
9	Aisle 19	Location 26
10	Aisle 1	Location 33
11	Aisle 9	Location 41
12	Aisle 7	Location 23
13	Aisle 5	Location 33
14	Aisle 11	Location 41
15	Aisle 1	Location 36
16	Aisle 6	Location 32
17	Aisle 3	Location 41
Order 4	number of articles 20
0	Aisle 18	Location 27
1	Aisle 19	Location 14
2	Aisle 1	Location 0
3	Aisle 5	Location 19
4	Aisle 19	Location 33
5	Aisle 8	Location 24
6	Aisle 12	Location 26
7	Aisle 10	Location 4
8	Aisle 15	Location 2
9	Aisle 14	Location 27
10	Aisle 8	Location 1
11	Aisle 17	Location 11
12	Aisle 11	Location 42
13	Aisle 11	Location 3
14	Aisle 18	Location 25
15	Aisle 17	Location 32
16	Aisle 9	Location 39
17	Aisle 17	Location 44
18	Aisle 14	Location 7
19	Aisle 17	Location 23
Order 5	number of articles 18
0	Aisle 10	Location 15
1	Aisle 6	Location 3
2	Aisle 2	Location 34
3	Aisle 17	Location 15
4	Aisle 1	Location 23
5	Aisle 3	Location 21
6	Aisle 19	Location 2
7	Aisle 11	Location 44
8	Aisle 14	Location 24
9	Aisle 8	Location 34
10	Aisle 16	Location 2
11	Aisle 13	Location 39
12	Aisle 0	Location 26
13	Aisle 19	Location 4
14	Aisle 1	Location 10
15	Aisle 13	Location 43
16	Aisle 7	Location 4
17	Aisle 2	Location 10
Order 6	number of articles 5
0	Aisle 14	Location 10
1	Aisle 14	Location 32
2	Aisle 19	Location 21
3	Aisle 15	Location 30
4	Aisle 2	Location 24
Order 7	number of articles 11
0	Aisle 15	Location 44
1	Aisle 5	Location 31
2	Aisle 12	Location 3
3	Aisle 7	Location 1
4	Aisle 7	Location 26
5	Aisle 18	Location 39
6	Aisle 15	Location 28
7	Aisle 7	Location 19
