Order 0	number of articles 21
0	Aisle 8	Location 8
1	Aisle 19	Location 7
2	Aisle 19	Location 6
3	Aisle 13	Location 26
4	Aisle 6	Location 18
5	Aisle 13	Location 21
6	Aisle 4	Location 0
7	Aisle 0	Location 23
8	Aisle 15	Location 33
9	Aisle 14	Location 8
10	Aisle 15	Location 24
11	Aisle 7	Location 21
12	Aisle 15	Location 17
13	Aisle 8	Location 23
14	Aisle 11	Location 38
15	Aisle 2	Location 2
16	Aisle 16	Location 27
17	Aisle 6	Location 44
18	Aisle 3	Location 1
19	Aisle 5	Location 5
20	Aisle 7	Location 43
Order 1	number of articles 21
0	Aisle 1	Location 35
1	Aisle 4	Location 33
2	Aisle 9	Location 38
3	Aisle 15	Location 3
4	Aisle 17	Location 33
5	Aisle 4	Location 22
6	Aisle 9	Location 3
7	Aisle 2	Location 6
8	Aisle 15	Location 23
9	Aisle 18	Location 5
10	Aisle 8	Location 36
11	Aisle 15	Location 43
12	Aisle 15	Location 26
13	Aisle 13	Location 13
14	Aisle 2	Location 8
15	Aisle 6	Location 13
16	Aisle 16	Location 42
17	Aisle 7	Location 32
18	Aisle 2	Location 1
19	Aisle 7	Location 34
20	Aisle 5	Location 15
Order 2	number of articles 11
0	Aisle 1	Location 28
1	Aisle 6	Location 35
2	Aisle 7	Location 2
3	Aisle 5	Location 25
4	Aisle 17	Location 4
5	Aisle 15	Location 35
6	Aisle 6	Location 34
7	Aisle 15	Location 27
8	Aisle 4	Location 33
9	Aisle 4	Location 25
10	Aisle 2	Location 27
Order 3	number of articles 13
0	Aisle 7	Location 18
1	Aisle 18	Location 12
2	Aisle 4	Location 10
3	Aisle 12	Location 40
4	Aisle 19	Location 8
5	Aisle 10	Location 37
6	Aisle 6	Location 31
7	Aisle 6	Location 12
8	Aisle 7	Location 0
9	Aisle 0	Location 22
10	Aisle 19	Location 39
11	Aisle 19	Location 26
12	Aisle 5	Location 4
Order 4	number of articles 20
0	Aisle 10	Location 20
1	Aisle 18	Location 19
2	Aisle 13	Location 42
3	Aisle 18	Location 28
4	Aisle 18	Location 23
5	Aisle 17	Location 26
6	Aisle 11	Location 7
7	Aisle 15	Location 18
8	Aisle 7	Location 35
9	Aisle 13	Location 22
10	Aisle 16	Location 5
11	Aisle 16	Location 38
12	Aisle 4	Location 5
13	Aisle 2	Location 19
14	Aisle 6	Location 3
15	Aisle 11	Location 33
16	Aisle 12	Location 23
17	Aisle 1	Location 2
18	Aisle 13	Location 28
19	Aisle 5	Location 42
Order 5	number of articles 10
0	Aisle 18	Location 27
1	Aisle 8	Location 34
2	Aisle 6	Location 18
3	Aisle 10	Location 5
4	Aisle 9	Location 2
5	Aisle 9	Location 19
6	Aisle 5	Location 4
7	Aisle 12	Location 6
8	Aisle 15	Location 0
9	Aisle 18	Location 1
Order 6	number of articles 10
0	Aisle 18	Location 2
1	Aisle 10	Location 5
2	Aisle 8	Location 3
3	Aisle 4	Location 9
4	Aisle 4	Location 32
5	Aisle 1	Location 38
6	Aisle 14	Location 23
7	Aisle 6	Location 14
8	Aisle 6	Location 0
9	Aisle 12	Location 4
Order 7	number of articles 19
0	Aisle 18	Location 4
1	Aisle 13	Location 18
2	Aisle 11	Location 9
3	Aisle 12	Location 16
4	Aisle 9	Location 16
5	Aisle 7	Location 2
6	Aisle 3	Location 22
7	Aisle 16	Location 4
8	Aisle 8	Location 9
9	Aisle 5	Location 0
10	Aisle 18	Location 15
11	Aisle 2	Location 39
12	Aisle 18	Location 24
13	Aisle 1	Location 4
14	Aisle 8	Location 32
15	Aisle 6	Location 13
16	Aisle 19	Location 35
17	Aisle 6	Location 32
18	Aisle 17	Location 16
Order 8	number of articles 21
0	Aisle 6	Location 43
1	Aisle 5	Location 26
2	Aisle 2	Location 5
3	Aisle 9	Location 21
4	Aisle 6	Location 30
5	Aisle 9	Location 10
6	Aisle 7	Location 37
7	Aisle 9	Location 26
8	Aisle 3	Location 9
9	Aisle 2	Location 10
10	Aisle 0	Location 17
11	Aisle 4	Location 17
12	Aisle 12	Location 16
13	Aisle 2	Location 20
14	Aisle 7	Location 22
15	Aisle 18	Location 1
16	Aisle 5	Location 5
17	Aisle 9	Location 17
18	Aisle 15	Location 19
19	Aisle 5	Location 7
20	Aisle 1	Location 39
Order 9	number of articles 20
0	Aisle 0	Location 19
1	Aisle 11	Location 25
2	Aisle 7	Location 35
3	Aisle 1	Location 33
4	Aisle 11	Location 29
5	Aisle 15	Location 13
6	Aisle 1	Location 30
7	Aisle 12	Location 43
8	Aisle 4	Location 21
9	Aisle 4	Location 13
10	Aisle 12	Location 27
11	Aisle 6	Location 41
12	Aisle 17	Location 10
13	Aisle 8	Location 23
14	Aisle 11	Location 35
15	Aisle 1	Location 40
16	Aisle 14	Location 9
17	Aisle 5	Location 2
18	Aisle 13	Location 34
19	Aisle 7	Location 32
Order 10	number of articles 21
0	Aisle 5	Location 26
1	Aisle 9	Location 21
2	Aisle 13	Location 4
3	Aisle 16	Location 25
4	Aisle 5	Location 27
5	Aisle 18	Location 17
6	Aisle 16	Location 2
7	Aisle 10	Location 35
8	Aisle 16	Location 16
9	Aisle 12	Location 27
10	Aisle 3	Location 35
11	Aisle 13	Location 17
12	Aisle 0	Location 35
13	Aisle 8	Location 43
14	Aisle 7	Location 37
15	Aisle 12	Location 40
16	Aisle 3	Location 29
17	Aisle 13	Location 32
18	Aisle 3	Location 5
19	Aisle 14	Location 30
20	Aisle 13	Location 8
Order 11	number of articles 16
0	Aisle 16	Location 23
1	Aisle 18	Location 10
2	Aisle 10	Location 26
3	Aisle 3	Location 29
4	Aisle 19	Location 1
5	Aisle 8	Location 30
6	Aisle 17	Location 29
7	Aisle 17	Location 37
8	Aisle 19	Location 37
9	Aisle 9	Location 43
10	Aisle 15	Location 29
11	Aisle 12	Location 26
12	Aisle 11	Location 35
13	Aisle 12	Location 42
14	Aisle 18	Location 24
15	Aisle 6	Location 24
Order 12	number of articles 9
0	Aisle 8	Location 44
1	Aisle 9	Location 25
2	Aisle 15	Location 15
3	Aisle 18	Location 25
4	Aisle 7	Location 44
5	Aisle 2	Location 5
6	Aisle 11	Location 28
7	Aisle 6	Location 30
8	Aisle 2	Location 41
Order 13	number of articles 15
0	Aisle 18	Location 17
1	Aisle 18	Location 34
2	Aisle 14	Location 40
3	Aisle 12	Location 4
4	Aisle 2	Location 33
5	Aisle 7	Location 20
6	Aisle 16	Location 13
7	Aisle 3	Location 36
8	Aisle 16	Location 20
9	Aisle 11	Location 12
10	Aisle 19	Location 20
11	Aisle 11	Location 36
12	Aisle 13	Location 38
13	Aisle 16	Location 43
14	Aisle 1	Location 2
Order 14	number of articles 12
0	Aisle 6	Location 26
1	Aisle 3	Location 0
2	Aisle 5	Location 30
3	Aisle 6	Location 1
4	Aisle 3	Location 35
5	Aisle 7	Location 22
6	Aisle 8	Location 20
7	Aisle 3	Location 26
8	Aisle 12	Location 21
9	Aisle 16	Location 38
10	Aisle 17	Location 44
11	Aisle 5	Location 1
Order 15	number of articles 6
0	Aisle 16	Location 22
1	Aisle 12	Location 34
2	Aisle 18	Location 34
3	Aisle 16	Location 21
4	Aisle 10	Location 30
5	Aisle 0	Location 2
Order 16	number of articles 24
0	Aisle 7	Location 11
1	Aisle 19	Location 24
2	Aisle 4	Location 28
3	Aisle 9	Location 3
4	Aisle 5	Location 23
5	Aisle 1	Location 32
6	Aisle 10	Location 5
7	Aisle 13	Location 26
8	Aisle 6	Location 15
9	Aisle 6	Location 5
10	Aisle 6	Location 13
11	Aisle 11	Location 34
12	Aisle 5	Location 4
13	Aisle 8	Location 28
14	Aisle 7	Location 4
15	Aisle 12	Location 21
16	Aisle 3	Location 1
17	Aisle 1	Location 30
18	Aisle 15	Location 10
19	Aisle 0	Location 12
20	Aisle 4	Location 30
21	Aisle 19	Location 9
22	Aisle 14	Location 24
23	Aisle 16	Location 44
Order 17	number of articles 23
0	Aisle 10	Location 23
1	Aisle 16	Location 34
2	Aisle 16	Location 4
3	Aisle 14	Location 6
4	Aisle 12	Location 19
5	Aisle 7	Location 11
6	Aisle 16	Location 20
7	Aisle 15	Location 22
8	Aisle 11	Location 33
9	Aisle 16	Location 43
10	Aisle 13	Location 34
11	Aisle 10	Location 26
12	Aisle 15	Location 31
13	Aisle 17	Location 10
14	Aisle 5	Location 39
15	Aisle 14	Location 26
16	Aisle 12	Location 34
17	Aisle 6	Location 1
18	Aisle 3	Location 13
19	Aisle 4	Location 43
20	Aisle 17	Location 43
21	Aisle 6	Location 6
22	Aisle 7	Location 21
Order 18	number of articles 23
0	Aisle 17	Location 43
1	Aisle 19	Location 0
2	Aisle 15	Location 10
3	Aisle 4	Location 15
4	Aisle 15	Location 27
5	Aisle 8	Location 7
6	Aisle 6	Location 42
7	Aisle 14	Location 6
8	Aisle 3	Location 1
9	Aisle 6	Location 40
10	Aisle 6	Location 21
11	Aisle 16	Location 24
12	Aisle 1	Location 26
13	Aisle 2	Location 26
14	Aisle 14	Location 5
15	Aisle 13	Location 15
16	Aisle 6	Location 5
17	Aisle 14	Location 34
18	Aisle 13	Location 40
19	Aisle 7	Location 26
20	Aisle 15	Location 39
21	Aisle 16	Location 38
22	Aisle 12	Location 30
Order 19	number of articles 11
0	Aisle 14	Location 15
1	Aisle 8	Location 33
2	Aisle 16	Location 23
3	Aisle 2	Location 2
4	Aisle 6	Location 26
5	Aisle 8	Location 31
6	Aisle 6	Location 5
7	Aisle 3	Location 16
8	Aisle 10	Location 40
9	Aisle 7	Location 29
10	Aisle 15	Location 1
