Order 0	number of articles 17
0	Aisle 0	Location 38
1	Aisle 1	Location 12
2	Aisle 0	Location 27
3	Aisle 12	Location 15
4	Aisle 0	Location 7
5	Aisle 0	Location 34
6	Aisle 0	Location 18
7	Aisle 1	Location 21
8	Aisle 1	Location 40
9	Aisle 1	Location 9
10	Aisle 0	Location 14
11	Aisle 10	Location 35
12	Aisle 17	Location 29
13	Aisle 14	Location 17
14	Aisle 1	Location 0
15	Aisle 16	Location 16
16	Aisle 1	Location 7
Order 1	number of articles 21
0	Aisle 0	Location 32
1	Aisle 17	Location 5
2	Aisle 19	Location 12
3	Aisle 11	Location 32
4	Aisle 0	Location 1
5	Aisle 19	Location 41
6	Aisle 0	Location 25
7	Aisle 1	Location 11
8	Aisle 15	Location 22
9	Aisle 6	Location 29
10	Aisle 1	Location 15
11	Aisle 7	Location 35
12	Aisle 0	Location 15
13	Aisle 15	Location 4
14	Aisle 0	Location 31
15	Aisle 1	Location 22
16	Aisle 19	Location 14
17	Aisle 1	Location 3
18	Aisle 16	Location 20
19	Aisle 12	Location 1
20	Aisle 1	Location 17
Order 2	number of articles 21
0	Aisle 1	Location 34
1	Aisle 15	Location 7
2	Aisle 6	Location 21
3	Aisle 12	Location 6
4	Aisle 1	Location 28
5	Aisle 10	Location 2
6	Aisle 15	Location 8
7	Aisle 1	Location 32
8	Aisle 19	Location 11
9	Aisle 1	Location 8
10	Aisle 1	Location 19
11	Aisle 1	Location 7
12	Aisle 1	Location 15
13	Aisle 14	Location 26
14	Aisle 9	Location 41
15	Aisle 11	Location 5
16	Aisle 0	Location 41
17	Aisle 14	Location 36
18	Aisle 1	Location 42
19	Aisle 0	Location 21
20	Aisle 1	Location 4
Order 3	number of articles 21
0	Aisle 17	Location 27
1	Aisle 0	Location 29
2	Aisle 11	Location 41
3	Aisle 0	Location 8
4	Aisle 19	Location 22
5	Aisle 1	Location 4
6	Aisle 0	Location 30
7	Aisle 10	Location 19
8	Aisle 1	Location 35
9	Aisle 0	Location 0
10	Aisle 1	Location 34
11	Aisle 1	Location 21
12	Aisle 12	Location 3
13	Aisle 0	Location 17
14	Aisle 1	Location 5
15	Aisle 19	Location 0
16	Aisle 1	Location 23
17	Aisle 0	Location 44
18	Aisle 11	Location 34
19	Aisle 17	Location 23
20	Aisle 0	Location 24
Order 4	number of articles 7
0	Aisle 0	Location 37
1	Aisle 0	Location 31
2	Aisle 1	Location 42
3	Aisle 1	Location 28
4	Aisle 18	Location 42
5	Aisle 1	Location 12
6	Aisle 1	Location 5
Order 5	number of articles 16
0	Aisle 10	Location 5
1	Aisle 0	Location 37
2	Aisle 1	Location 7
3	Aisle 16	Location 31
4	Aisle 1	Location 23
5	Aisle 0	Location 42
6	Aisle 1	Location 14
7	Aisle 0	Location 34
8	Aisle 0	Location 25
9	Aisle 7	Location 22
10	Aisle 6	Location 25
11	Aisle 1	Location 3
12	Aisle 0	Location 40
13	Aisle 7	Location 4
14	Aisle 0	Location 22
15	Aisle 1	Location 40
Order 6	number of articles 17
0	Aisle 0	Location 42
1	Aisle 17	Location 1
2	Aisle 9	Location 26
3	Aisle 0	Location 12
4	Aisle 11	Location 10
5	Aisle 10	Location 16
6	Aisle 1	Location 12
7	Aisle 1	Location 9
8	Aisle 1	Location 36
9	Aisle 18	Location 10
10	Aisle 16	Location 6
11	Aisle 18	Location 14
12	Aisle 1	Location 32
13	Aisle 17	Location 15
14	Aisle 10	Location 3
15	Aisle 0	Location 20
16	Aisle 1	Location 17
Order 7	number of articles 22
0	Aisle 1	Location 12
1	Aisle 9	Location 4
2	Aisle 17	Location 12
3	Aisle 0	Location 21
4	Aisle 11	Location 34
5	Aisle 1	Location 23
6	Aisle 17	Location 19
7	Aisle 13	Location 34
8	Aisle 1	Location 8
9	Aisle 1	Location 21
10	Aisle 12	Location 2
11	Aisle 0	Location 5
12	Aisle 1	Location 29
13	Aisle 0	Location 25
14	Aisle 11	Location 35
15	Aisle 18	Location 17
16	Aisle 16	Location 6
17	Aisle 1	Location 32
18	Aisle 1	Location 14
19	Aisle 8	Location 20
