Order 0	number of articles 13
0	Aisle 1	Location 24
1	Aisle 11	Location 6
2	Aisle 0	Location 17
3	Aisle 1	Location 14
4	Aisle 1	Location 20
5	Aisle 1	Location 31
6	Aisle 0	Location 4
7	Aisle 6	Location 10
8	Aisle 1	Location 32
9	Aisle 0	Location 42
10	Aisle 1	Location 19
11	Aisle 6	Location 0
12	Aisle 13	Location 40
Order 1	number of articles 22
0	Aisle 6	Location 3
1	Aisle 14	Location 13
2	Aisle 0	Location 30
3	Aisle 15	Location 7
4	Aisle 1	Location 1
5	Aisle 6	Location 37
6	Aisle 6	Location 16
7	Aisle 0	Location 9
8	Aisle 0	Location 19
9	Aisle 15	Location 26
10	Aisle 16	Location 37
11	Aisle 11	Location 40
12	Aisle 9	Location 42
13	Aisle 1	Location 11
14	Aisle 0	Location 32
15	Aisle 0	Location 3
16	Aisle 1	Location 26
17	Aisle 7	Location 38
18	Aisle 15	Location 5
19	Aisle 1	Location 17
20	Aisle 8	Location 20
21	Aisle 6	Location 15
Order 2	number of articles 16
0	Aisle 17	Location 20
1	Aisle 14	Location 5
2	Aisle 0	Location 16
3	Aisle 13	Location 22
4	Aisle 7	Location 11
5	Aisle 1	Location 41
6	Aisle 0	Location 36
7	Aisle 18	Location 4
8	Aisle 1	Location 36
9	Aisle 6	Location 6
10	Aisle 12	Location 40
11	Aisle 10	Location 15
12	Aisle 9	Location 30
13	Aisle 13	Location 34
14	Aisle 0	Location 0
15	Aisle 0	Location 37
Order 3	number of articles 15
0	Aisle 0	Location 44
1	Aisle 13	Location 36
2	Aisle 11	Location 21
3	Aisle 15	Location 31
4	Aisle 7	Location 20
5	Aisle 15	Location 42
6	Aisle 16	Location 31
7	Aisle 12	Location 9
8	Aisle 0	Location 1
9	Aisle 1	Location 10
10	Aisle 0	Location 2
11	Aisle 15	Location 25
12	Aisle 1	Location 22
13	Aisle 1	Location 25
14	Aisle 16	Location 38
Order 4	number of articles 12
0	Aisle 0	Location 42
1	Aisle 12	Location 10
2	Aisle 12	Location 19
3	Aisle 0	Location 19
4	Aisle 19	Location 11
5	Aisle 1	Location 12
6	Aisle 1	Location 19
7	Aisle 1	Location 9
8	Aisle 17	Location 13
9	Aisle 16	Location 27
10	Aisle 9	Location 42
11	Aisle 17	Location 16
Order 5	number of articles 12
0	Aisle 7	Location 36
1	Aisle 15	Location 5
2	Aisle 11	Location 24
3	Aisle 1	Location 5
4	Aisle 18	Location 20
5	Aisle 1	Location 7
6	Aisle 17	Location 41
7	Aisle 8	Location 24
8	Aisle 13	Location 32
9	Aisle 0	Location 42
10	Aisle 7	Location 15
11	Aisle 0	Location 21
Order 6	number of articles 9
0	Aisle 17	Location 16
1	Aisle 0	Location 1
2	Aisle 9	Location 9
3	Aisle 0	Location 42
4	Aisle 1	Location 35
5	Aisle 0	Location 16
6	Aisle 1	Location 34
7	Aisle 1	Location 29
8	Aisle 0	Location 32
Order 7	number of articles 6
0	Aisle 0	Location 5
1	Aisle 15	Location 18
2	Aisle 10	Location 5
3	Aisle 12	Location 36
4	Aisle 15	Location 42
5	Aisle 1	Location 42
Order 8	number of articles 23
0	Aisle 12	Location 37
1	Aisle 0	Location 37
2	Aisle 15	Location 13
3	Aisle 1	Location 25
4	Aisle 0	Location 41
5	Aisle 17	Location 24
6	Aisle 12	Location 26
7	Aisle 1	Location 27
8	Aisle 1	Location 18
9	Aisle 12	Location 10
10	Aisle 0	Location 24
11	Aisle 12	Location 23
12	Aisle 1	Location 11
13	Aisle 13	Location 36
14	Aisle 17	Location 12
15	Aisle 11	Location 40
16	Aisle 1	Location 43
17	Aisle 0	Location 28
18	Aisle 14	Location 30
19	Aisle 9	Location 26
20	Aisle 6	Location 35
21	Aisle 8	Location 23
22	Aisle 12	Location 21
Order 9	number of articles 12
0	Aisle 17	Location 5
1	Aisle 0	Location 44
2	Aisle 1	Location 2
3	Aisle 12	Location 26
4	Aisle 1	Location 5
5	Aisle 1	Location 9
6	Aisle 0	Location 13
7	Aisle 15	Location 17
8	Aisle 1	Location 8
9	Aisle 1	Location 44
10	Aisle 13	Location 40
11	Aisle 1	Location 23
Order 10	number of articles 14
0	Aisle 9	Location 28
1	Aisle 8	Location 13
2	Aisle 10	Location 40
3	Aisle 1	Location 13
4	Aisle 1	Location 44
5	Aisle 13	Location 25
6	Aisle 19	Location 21
7	Aisle 8	Location 17
8	Aisle 9	Location 24
9	Aisle 0	Location 12
10	Aisle 0	Location 37
11	Aisle 0	Location 5
12	Aisle 1	Location 24
13	Aisle 0	Location 7
Order 11	number of articles 22
0	Aisle 17	Location 39
1	Aisle 17	Location 33
2	Aisle 14	Location 36
3	Aisle 18	Location 13
4	Aisle 1	Location 19
5	Aisle 7	Location 32
6	Aisle 17	Location 35
7	Aisle 1	Location 24
8	Aisle 8	Location 2
9	Aisle 13	Location 7
10	Aisle 1	Location 2
11	Aisle 0	Location 36
12	Aisle 14	Location 27
13	Aisle 9	Location 21
14	Aisle 15	Location 13
15	Aisle 17	Location 10
16	Aisle 1	Location 1
17	Aisle 0	Location 43
18	Aisle 14	Location 33
19	Aisle 14	Location 21
20	Aisle 19	Location 38
21	Aisle 9	Location 3
Order 12	number of articles 12
0	Aisle 0	Location 16
1	Aisle 14	Location 19
2	Aisle 19	Location 10
3	Aisle 11	Location 14
4	Aisle 18	Location 31
5	Aisle 18	Location 30
6	Aisle 12	Location 41
7	Aisle 0	Location 37
8	Aisle 0	Location 31
9	Aisle 1	Location 37
10	Aisle 10	Location 12
11	Aisle 0	Location 39
Order 13	number of articles 14
0	Aisle 1	Location 43
1	Aisle 0	Location 36
2	Aisle 18	Location 5
3	Aisle 0	Location 30
4	Aisle 0	Location 40
5	Aisle 12	Location 30
6	Aisle 0	Location 12
7	Aisle 0	Location 17
8	Aisle 1	Location 40
