Order 0	number of articles 19
0	Aisle 6	Location 9
1	Aisle 18	Location 12
2	Aisle 18	Location 1
3	Aisle 16	Location 20
4	Aisle 17	Location 4
5	Aisle 17	Location 9
6	Aisle 15	Location 21
7	Aisle 0	Location 27
8	Aisle 19	Location 27
9	Aisle 3	Location 0
10	Aisle 10	Location 4
11	Aisle 0	Location 41
12	Aisle 10	Location 14
13	Aisle 11	Location 6
14	Aisle 7	Location 15
15	Aisle 6	Location 32
16	Aisle 4	Location 24
17	Aisle 7	Location 33
18	Aisle 9	Location 8
Order 1	number of articles 8
0	Aisle 19	Location 8
1	Aisle 9	Location 14
2	Aisle 7	Location 23
3	Aisle 3	Location 14
4	Aisle 7	Location 24
5	Aisle 10	Location 29
6	Aisle 10	Location 1
7	Aisle 10	Location 26
Order 2	number of articles 17
0	Aisle 12	Location 35
1	Aisle 18	Location 35
2	Aisle 11	Location 41
3	Aisle 2	Location 27
4	Aisle 14	Location 5
5	Aisle 19	Location 6
6	Aisle 16	Location 5
7	Aisle 13	Location 23
8	Aisle 19	Location 21
9	Aisle 5	Location 7
10	Aisle 7	Location 44
11	Aisle 16	Location 6
12	Aisle 14	Location 30
13	Aisle 7	Location 32
14	Aisle 13	Location 20
15	Aisle 7	Location 35
16	Aisle 19	Location 32
Order 3	number of articles 10
0	Aisle 15	Location 27
1	Aisle 13	Location 34
2	Aisle 17	Location 6
3	Aisle 13	Location 12
4	Aisle 3	Location 8
5	Aisle 14	Location 12
6	Aisle 18	Location 11
7	Aisle 8	Location 25
8	Aisle 9	Location 15
9	Aisle 12	Location 20
Order 4	number of articles 15
0	Aisle 14	Location 13
1	Aisle 19	Location 20
2	Aisle 19	Location 18
3	Aisle 3	Location 26
4	Aisle 5	Location 19
5	Aisle 8	Location 29
6	Aisle 17	Location 42
7	Aisle 6	Location 7
8	Aisle 9	Location 30
9	Aisle 3	Location 32
10	Aisle 5	Location 9
11	Aisle 4	Location 5
12	Aisle 7	Location 21
13	Aisle 0	Location 44
14	Aisle 3	Location 30
Order 5	number of articles 11
0	Aisle 5	Location 35
1	Aisle 3	Location 4
2	Aisle 5	Location 26
3	Aisle 8	Location 30
4	Aisle 1	Location 36
5	Aisle 11	Location 16
6	Aisle 3	Location 9
7	Aisle 7	Location 32
8	Aisle 9	Location 37
9	Aisle 15	Location 32
10	Aisle 8	Location 21
