Order 0	number of articles 19
0	Aisle 8	Location 22
1	Aisle 1	Location 15
2	Aisle 10	Location 1
3	Aisle 17	Location 17
4	Aisle 6	Location 5
5	Aisle 0	Location 16
6	Aisle 9	Location 19
7	Aisle 19	Location 37
8	Aisle 12	Location 3
9	Aisle 12	Location 41
10	Aisle 0	Location 26
11	Aisle 7	Location 26
12	Aisle 9	Location 35
13	Aisle 19	Location 38
14	Aisle 9	Location 43
15	Aisle 4	Location 12
16	Aisle 16	Location 16
17	Aisle 17	Location 28
18	Aisle 17	Location 2
Order 1	number of articles 13
0	Aisle 17	Location 18
1	Aisle 16	Location 4
2	Aisle 5	Location 14
3	Aisle 17	Location 37
4	Aisle 11	Location 44
5	Aisle 6	Location 16
6	Aisle 3	Location 32
7	Aisle 8	Location 14
8	Aisle 0	Location 20
9	Aisle 12	Location 1
10	Aisle 3	Location 38
11	Aisle 3	Location 41
12	Aisle 10	Location 34
Order 2	number of articles 9
0	Aisle 19	Location 15
1	Aisle 10	Location 21
2	Aisle 12	Location 11
3	Aisle 6	Location 40
4	Aisle 10	Location 40
5	Aisle 5	Location 42
6	Aisle 18	Location 34
7	Aisle 6	Location 14
8	Aisle 17	Location 14
Order 3	number of articles 6
0	Aisle 7	Location 18
1	Aisle 18	Location 35
2	Aisle 2	Location 44
3	Aisle 0	Location 13
4	Aisle 14	Location 21
5	Aisle 6	Location 38
Order 4	number of articles 5
0	Aisle 18	Location 1
1	Aisle 5	Location 25
2	Aisle 0	Location 34
3	Aisle 2	Location 18
4	Aisle 1	Location 0
Order 5	number of articles 10
0	Aisle 1	Location 25
1	Aisle 0	Location 15
2	Aisle 4	Location 37
3	Aisle 2	Location 44
4	Aisle 0	Location 34
5	Aisle 7	Location 3
6	Aisle 17	Location 22
7	Aisle 12	Location 41
8	Aisle 2	Location 1
9	Aisle 8	Location 38
Order 6	number of articles 10
0	Aisle 18	Location 22
1	Aisle 12	Location 23
2	Aisle 1	Location 31
3	Aisle 13	Location 19
4	Aisle 19	Location 31
5	Aisle 17	Location 3
6	Aisle 4	Location 36
7	Aisle 7	Location 36
8	Aisle 16	Location 40
9	Aisle 18	Location 0
Order 7	number of articles 13
0	Aisle 11	Location 31
1	Aisle 15	Location 28
2	Aisle 12	Location 2
3	Aisle 2	Location 6
4	Aisle 0	Location 26
5	Aisle 4	Location 34
6	Aisle 16	Location 28
7	Aisle 11	Location 39
8	Aisle 8	Location 10
9	Aisle 6	Location 6
10	Aisle 14	Location 15
11	Aisle 8	Location 16
12	Aisle 7	Location 14
Order 8	number of articles 5
0	Aisle 10	Location 11
1	Aisle 16	Location 17
2	Aisle 6	Location 11
3	Aisle 15	Location 33
4	Aisle 9	Location 38
Order 9	number of articles 18
0	Aisle 7	Location 1
1	Aisle 3	Location 29
2	Aisle 9	Location 32
3	Aisle 6	Location 21
4	Aisle 5	Location 31
5	Aisle 6	Location 30
6	Aisle 12	Location 41
7	Aisle 3	Location 21
8	Aisle 7	Location 9
9	Aisle 7	Location 15
10	Aisle 16	Location 8
11	Aisle 4	Location 35
12	Aisle 10	Location 27
13	Aisle 19	Location 3
14	Aisle 4	Location 30
15	Aisle 19	Location 17
16	Aisle 12	Location 17
17	Aisle 13	Location 32
Order 10	number of articles 7
0	Aisle 4	Location 17
1	Aisle 17	Location 18
2	Aisle 13	Location 33
3	Aisle 6	Location 20
4	Aisle 15	Location 8
5	Aisle 13	Location 1
6	Aisle 15	Location 17
Order 11	number of articles 23
0	Aisle 11	Location 39
1	Aisle 8	Location 3
2	Aisle 11	Location 20
3	Aisle 4	Location 15
4	Aisle 0	Location 42
5	Aisle 7	Location 30
6	Aisle 0	Location 40
7	Aisle 8	Location 42
8	Aisle 0	Location 44
9	Aisle 15	Location 6
