Order 0	number of articles 8
0	Aisle 3	Location 36
1	Aisle 18	Location 41
2	Aisle 10	Location 33
3	Aisle 17	Location 29
4	Aisle 7	Location 16
5	Aisle 19	Location 11
6	Aisle 13	Location 34
7	Aisle 16	Location 42
Order 1	number of articles 16
0	Aisle 13	Location 38
1	Aisle 11	Location 43
2	Aisle 8	Location 24
3	Aisle 5	Location 30
4	Aisle 1	Location 5
5	Aisle 16	Location 40
6	Aisle 1	Location 7
7	Aisle 11	Location 18
8	Aisle 10	Location 2
9	Aisle 17	Location 34
10	Aisle 10	Location 9
11	Aisle 15	Location 17
12	Aisle 15	Location 40
13	Aisle 14	Location 1
14	Aisle 7	Location 41
15	Aisle 17	Location 23
Order 2	number of articles 10
0	Aisle 5	Location 28
1	Aisle 12	Location 11
2	Aisle 6	Location 11
3	Aisle 16	Location 11
4	Aisle 13	Location 0
5	Aisle 1	Location 18
6	Aisle 10	Location 18
7	Aisle 2	Location 37
8	Aisle 13	Location 15
9	Aisle 6	Location 30
Order 3	number of articles 23
0	Aisle 8	Location 34
1	Aisle 12	Location 39
2	Aisle 2	Location 41
3	Aisle 12	Location 2
4	Aisle 8	Location 35
5	Aisle 4	Location 38
6	Aisle 2	Location 35
7	Aisle 9	Location 11
8	Aisle 9	Location 41
9	Aisle 16	Location 39
10	Aisle 6	Location 12
11	Aisle 19	Location 37
12	Aisle 15	Location 3
13	Aisle 12	Location 20
14	Aisle 4	Location 17
15	Aisle 15	Location 36
16	Aisle 9	Location 24
17	Aisle 1	Location 21
18	Aisle 7	Location 14
19	Aisle 17	Location 35
20	Aisle 18	Location 12
21	Aisle 2	Location 30
22	Aisle 15	Location 1
Order 4	number of articles 5
0	Aisle 13	Location 40
1	Aisle 11	Location 42
2	Aisle 5	Location 40
3	Aisle 6	Location 23
4	Aisle 14	Location 7
Order 5	number of articles 16
0	Aisle 13	Location 24
1	Aisle 19	Location 13
2	Aisle 15	Location 35
3	Aisle 17	Location 13
4	Aisle 13	Location 14
5	Aisle 16	Location 28
6	Aisle 10	Location 15
7	Aisle 15	Location 12
8	Aisle 12	Location 37
9	Aisle 8	Location 16
10	Aisle 13	Location 31
11	Aisle 4	Location 1
12	Aisle 9	Location 17
13	Aisle 0	Location 15
14	Aisle 0	Location 37
15	Aisle 12	Location 34
Order 6	number of articles 18
0	Aisle 1	Location 11
1	Aisle 1	Location 23
2	Aisle 0	Location 20
3	Aisle 15	Location 41
4	Aisle 1	Location 44
5	Aisle 16	Location 15
6	Aisle 15	Location 9
7	Aisle 9	Location 21
8	Aisle 4	Location 5
9	Aisle 7	Location 8
10	Aisle 4	Location 12
11	Aisle 18	Location 36
12	Aisle 9	Location 42
13	Aisle 9	Location 26
14	Aisle 3	Location 28
15	Aisle 13	Location 22
16	Aisle 19	Location 27
17	Aisle 3	Location 36
Order 7	number of articles 6
0	Aisle 18	Location 21
1	Aisle 1	Location 33
2	Aisle 1	Location 10
3	Aisle 17	Location 35
4	Aisle 18	Location 44
5	Aisle 14	Location 28
Order 8	number of articles 20
0	Aisle 16	Location 4
1	Aisle 4	Location 43
2	Aisle 17	Location 8
3	Aisle 16	Location 13
4	Aisle 10	Location 2
5	Aisle 10	Location 36
6	Aisle 11	Location 38
7	Aisle 6	Location 34
8	Aisle 1	Location 13
9	Aisle 8	Location 9
10	Aisle 9	Location 7
11	Aisle 14	Location 6
12	Aisle 3	Location 38
13	Aisle 8	Location 24
14	Aisle 4	Location 9
15	Aisle 12	Location 16
16	Aisle 19	Location 39
17	Aisle 8	Location 6
18	Aisle 13	Location 33
19	Aisle 16	Location 42
Order 9	number of articles 18
0	Aisle 10	Location 29
1	Aisle 0	Location 20
2	Aisle 12	Location 13
3	Aisle 9	Location 20
4	Aisle 3	Location 32
5	Aisle 3	Location 13
6	Aisle 13	Location 4
7	Aisle 14	Location 40
8	Aisle 19	Location 4
9	Aisle 7	Location 11
10	Aisle 19	Location 12
11	Aisle 10	Location 26
12	Aisle 8	Location 7
13	Aisle 17	Location 41
14	Aisle 16	Location 13
15	Aisle 4	Location 2
16	Aisle 14	Location 16
17	Aisle 4	Location 31
Order 10	number of articles 23
0	Aisle 5	Location 25
1	Aisle 5	Location 36
2	Aisle 8	Location 22
3	Aisle 6	Location 0
4	Aisle 16	Location 2
5	Aisle 10	Location 12
6	Aisle 8	Location 27
7	Aisle 15	Location 10
8	Aisle 1	Location 30
9	Aisle 11	Location 1
10	Aisle 0	Location 16
11	Aisle 13	Location 11
12	Aisle 1	Location 10
